date,0,1
2020-01-26,3.0,0.0
2020-01-27,3.0,0.0
2020-01-28,3.0,0.0
2020-01-29,3.0,0.0
2020-01-30,3.0,0.0
2020-01-31,4.0,0.0
2020-02-01,4.0,0.0
2020-02-02,7.0,0.0
2020-02-03,7.0,0.0
2020-02-04,7.0,0.0
2020-02-05,7.0,0.0
2020-02-06,7.0,0.0
2020-02-07,7.0,0.0
2020-02-08,7.0,0.0
2020-02-09,7.0,0.0
2020-02-10,8.0,0.0
2020-02-11,8.0,0.0
2020-02-12,8.0,0.0
2020-02-13,8.0,0.0
2020-02-14,8.0,0.0
2020-02-15,8.0,0.0
2020-02-16,8.0,0.0
2020-02-17,8.0,0.0
2020-02-18,8.0,0.0
2020-02-19,8.0,0.0
2020-02-20,9.0,0.0
2020-02-21,10.0,0.0
2020-02-22,10.0,0.0
2020-02-23,10.0,0.0
2020-02-24,16.0,0.0
2020-02-25,16.0,0.0
2020-02-26,31.0,0.0
2020-02-27,31.0,0.0
2020-02-28,35.0,0.0
2020-02-29,39.0,0.0
2020-03-01,52.0,0.0
2020-03-02,63.0,0.0
2020-03-03,79.0,0.0
2020-03-04,104.0,0.0
2020-03-05,144.0,0.0
2020-03-06,169.0,0.0
2020-03-07,216.0,0.0
2020-03-08,266.0,0.0
2020-03-09,364.0,0.0
2020-03-10,472.0,0.0
2020-03-11,560.0,1.0
2020-03-12,701.0,1.0
2020-03-13,861.0,1.0
2020-03-14,1026.0,1.0
2020-03-15,1192.0,1.0
2020-03-16,1428.0,3.0
2020-03-17,1706.0,4.0
2020-03-18,1993.0,4.0
2020-03-19,2382.0,5.0
2020-03-20,2801.0,6.0
2020-03-21,3336.0,9.0
2020-03-22,3856.0,12.0
2020-03-23,4532.0,14.0
2020-03-24,5322.0,20.0
2020-03-25,6034.0,27.0
2020-03-26,7584.0,37.0
2020-03-27,9100.0,50.0
2020-03-28,10357.0,58.0
2020-03-29,11767.0,64.0
2020-03-30,13208.0,72.0
2020-03-31,14566.0,95.0
2020-04-01,16183.0,115.0
2020-04-02,18603.0,137.0
2020-04-03,20435.0,156.0
2020-04-04,22295.0,190.0
2020-04-05,24255.0,209.0
2020-04-06,25878.0,235.0
2020-04-07,27404.0,273.0
2020-04-08,29380.0,318.0
2020-04-09,31121.0,352.0
2020-04-10,32625.0,384.0
2020-04-11,34095.0,412.0
2020-04-12,35264.0,450.0
2020-04-13,36465.0,485.0
2020-04-14,38102.0,534.0
2020-04-15,39576.0,598.0
2020-04-16,41058.0,671.0
2020-04-17,42662.0,739.0
2020-04-18,44523.0,833.0
2020-04-19,45318.0,858.0
2020-04-20,48073.0,890.0
2020-04-21,50256.0,969.0
2020-04-22,52238.0,1052.0
2020-04-23,54642.0,1160.0
2020-04-24,56742.0,1215.0
2020-04-25,58408.0,1277.0
2020-04-26,59746.0,1299.0
2020-04-27,61520.0,1365.0
2020-04-28,63120.0,1434.0
2020-04-29,65840.0,1505.0
2020-04-30,67794.0,1580.0
2020-05-01,70031.0,1660.0
2020-05-02,71771.0,1720.0
2020-05-03,73695.0,1741.0
2020-05-04,75139.0,1787.0
2020-05-05,77921.0,1869.0
2020-05-06,80576.0,1948.0
2020-05-07,82657.0,2025.0
2020-05-08,85161.0,2100.0
2020-05-09,87613.0,2167.0
2020-05-10,89060.0,2191.0
2020-05-11,90972.0,2235.0
2020-05-12,92891.0,2304.0
2020-05-13,95126.0,2402.0
2020-05-14,97287.0,2419.0
2020-05-15,99687.0,2545.0
2020-05-16,101881.0,2600.0
2020-05-17,103503.0,2634.0
2020-05-18,105386.0,2664.0
2020-05-19,107695.0,2753.0
2020-05-20,110036.0,2827.0
2020-05-21,112585.0,2926.0
2020-05-22,115191.0,2984.0
2020-05-23,117443.0,3060.0
2020-05-24,119659.0,3081.0
2020-05-25,122231.0,3098.0
2020-05-26,125430.0,3133.0
2020-05-27,127739.0,3224.0
2020-05-28,130249.0,3297.0
2020-05-29,133553.0,3381.0
2020-05-30,136903.0,3449.0
2020-05-31,140171.0,3474.0
2020-06-01,143218.0,3504.0
2020-06-02,146027.0,3571.0
2020-06-03,148582.0,3631.0
2020-06-04,151391.0,3686.0
2020-06-05,155641.0,3747.0
2020-06-06,158586.0,3816.0
