date,Hawaii,Honolulu,Kauai,Maui
2020-05-15,0.0,11.0,0.0,6.0
2020-05-16,0.0,11.0,0.0,6.0
2020-05-17,0.0,11.0,0.0,6.0
2020-05-18,0.0,11.0,0.0,6.0
2020-05-19,0.0,11.0,0.0,6.0
2020-05-20,0.0,11.0,0.0,6.0
2020-05-21,0.0,11.0,0.0,6.0
2020-05-22,0.0,11.0,0.0,6.0
2020-05-23,0.0,11.0,0.0,6.0
2020-05-24,0.0,11.0,0.0,6.0
2020-05-25,0.0,11.0,0.0,6.0
2020-05-26,0.0,11.0,0.0,6.0
2020-05-27,0.0,11.0,0.0,6.0
2020-05-28,0.0,11.0,0.0,6.0
2020-05-29,0.0,11.0,0.0,6.0
2020-05-30,0.0,11.0,0.0,6.0
2020-05-31,0.0,11.0,0.0,6.0
2020-06-01,0.0,11.0,0.0,6.0
2020-06-02,0.0,11.0,0.0,6.0
2020-06-03,0.0,11.0,0.0,6.0
2020-06-04,0.0,11.0,0.0,6.0
2020-06-05,0.0,11.0,0.0,6.0
2020-06-06,0.0,11.0,0.0,6.0
2020-06-07,0.0,11.0,0.0,6.0
2020-06-08,0.0,11.0,0.0,6.0
2020-06-09,0.0,11.0,0.0,6.0
2020-06-10,0.0,11.0,0.0,6.0
2020-06-11,0.0,11.0,0.0,6.0
2020-06-12,0.0,11.0,0.0,6.0
2020-06-13,0.0,11.0,0.0,6.0
2020-06-14,0.0,11.0,0.0,6.0
2020-06-15,0.0,11.0,0.0,6.0
2020-06-16,0.0,11.0,0.0,6.0
2020-06-17,0.0,11.0,0.0,6.0
2020-06-18,0.0,11.0,0.0,6.0
2020-06-19,0.0,11.0,0.0,6.0
2020-06-20,0.0,11.0,0.0,6.0
2020-06-21,0.0,11.0,0.0,6.0
2020-06-22,0.0,11.0,0.0,6.0
2020-06-23,0.0,11.0,0.0,6.0
2020-06-24,0.0,11.0,0.0,6.0
2020-06-25,0.0,11.0,0.0,6.0
2020-06-26,0.0,11.0,0.0,6.0
2020-06-27,0.0,12.0,0.0,6.0
2020-06-28,0.0,12.0,0.0,6.0
2020-06-29,0.0,12.0,0.0,6.0
2020-06-30,0.0,12.0,0.0,6.0
2020-07-01,0.0,12.0,0.0,6.0
2020-07-02,0.0,12.0,0.0,6.0
2020-07-03,0.0,13.0,0.0,6.0
2020-07-04,0.0,13.0,0.0,6.0
2020-07-05,0.0,13.0,0.0,6.0
2020-07-06,0.0,13.0,0.0,6.0
2020-07-07,0.0,13.0,0.0,6.0
2020-07-08,0.0,13.0,0.0,6.0
2020-07-09,0.0,13.0,0.0,6.0
2020-07-10,0.0,13.0,0.0,6.0
2020-07-11,0.0,13.0,0.0,6.0
2020-07-12,0.0,13.0,0.0,6.0
2020-07-13,0.0,15.0,0.0,6.0
2020-07-14,0.0,15.0,0.0,6.0
2020-07-15,0.0,15.0,0.0,6.0
2020-07-16,0.0,15.0,0.0,6.0
2020-07-17,0.0,16.0,0.0,6.0
2020-07-18,0.0,17.0,0.0,6.0
2020-07-19,0.0,17.0,0.0,6.0
2020-07-20,0.0,17.0,0.0,6.0
2020-07-21,0.0,17.0,0.0,6.0
2020-07-22,0.0,18.0,0.0,6.0
2020-07-23,0.0,19.0,0.0,6.0
2020-07-24,0.0,19.0,0.0,6.0
2020-07-25,0.0,19.0,0.0,6.0
2020-07-26,0.0,19.0,0.0,6.0
2020-07-27,0.0,19.0,0.0,6.0
2020-07-28,0.0,19.0,0.0,6.0
2020-07-29,0.0,19.0,0.0,6.0
2020-07-30,0.0,19.0,0.0,6.0
2020-07-31,0.0,19.0,0.0,6.0
2020-08-01,0.0,19.0,0.0,6.0
2020-08-02,0.0,19.0,0.0,6.0
2020-08-03,0.0,19.0,0.0,6.0
2020-08-04,0.0,20.0,0.0,6.0
2020-08-05,0.0,20.0,0.0,6.0
2020-08-06,0.0,22.0,0.0,6.0
2020-08-07,0.0,24.0,0.0,6.0
2020-08-08,0.0,24.0,0.0,6.0
2020-08-09,0.0,24.0,0.0,6.0
2020-08-10,0.0,27.0,0.0,6.0
2020-08-11,0.0,27.0,0.0,6.0
2020-08-12,0.0,31.0,0.0,6.0
2020-08-13,0.0,33.0,0.0,6.0
2020-08-14,0.0,33.0,0.0,6.0
2020-08-15,0.0,33.0,0.0,6.0
2020-08-16,0.0,33.0,0.0,6.0
2020-08-17,0.0,33.0,0.0,6.0
2020-08-18,0.0,34.0,0.0,6.0
2020-08-19,0.0,35.0,0.0,6.0
2020-08-20,0.0,37.0,0.0,7.0
2020-08-21,0.0,38.0,0.0,7.0
2020-08-22,0.0,39.0,0.0,7.0
2020-08-23,0.0,39.0,0.0,7.0
2020-08-24,0.0,41.0,0.0,7.0
2020-08-25,0.0,41.0,0.0,7.0
2020-08-26,0.0,43.0,0.0,7.0
2020-08-27,0.0,47.0,0.0,7.0
2020-08-28,0.0,50.0,0.0,8.0
2020-08-29,0.0,53.0,0.0,8.0
2020-08-30,0.0,54.0,0.0,8.0
2020-08-31,2.0,59.0,0.0,8.0
2020-09-01,3.0,62.0,0.0,8.0
2020-09-02,3.0,63.0,0.0,8.0
2020-09-03,3.0,67.0,0.0,8.0
2020-09-04,3.0,69.0,0.0,8.0
2020-09-05,3.0,72.0,0.0,8.0
2020-09-06,3.0,73.0,0.0,8.0
2020-09-07,3.0,74.0,0.0,8.0
2020-09-08,3.0,75.0,0.0,9.0
2020-09-09,3.0,78.0,0.0,9.0
2020-09-10,3.0,81.0,0.0,9.0
2020-09-11,3.0,83.0,0.0,9.0
2020-09-12,3.0,84.0,0.0,9.0
2020-09-13,3.0,86.0,0.0,9.0
2020-09-14,3.0,86.0,0.0,9.0
2020-09-15,3.0,87.0,0.0,9.0
2020-09-16,3.0,90.0,0.0,9.0
2020-09-17,3.0,94.0,0.0,9.0
2020-09-18,15.0,95.0,0.0,9.0
2020-09-19,15.0,95.0,0.0,9.0
2020-09-20,15.0,95.0,0.0,9.0
2020-09-21,15.0,95.0,0.0,9.0
2020-09-22,15.0,95.0,0.0,9.0
2020-09-23,15.0,97.0,0.0,9.0
2020-09-24,15.0,99.0,0.0,9.0
2020-09-25,15.0,102.0,0.0,9.0
2020-09-26,15.0,106.0,0.0,9.0
2020-09-27,15.0,107.0,0.0,9.0
2020-09-28,15.0,107.0,0.0,9.0
2020-09-29,15.0,109.0,0.0,9.0
2020-09-30,15.0,111.0,0.0,9.0
2020-10-01,15.0,114.0,0.0,9.0
2020-10-02,15.0,117.0,0.0,9.0
2020-10-03,15.0,128.0,0.0,9.0
2020-10-04,15.0,128.0,0.0,12.0
2020-10-05,15.0,129.0,0.0,12.0
2020-10-06,15.0,132.0,0.0,12.0
2020-10-07,15.0,135.0,0.0,12.0
2020-10-08,15.0,136.0,0.0,12.0
2020-10-09,15.0,138.0,0.0,12.0
2020-10-10,15.0,140.0,0.0,12.0
2020-10-11,15.0,141.0,0.0,12.0
2020-10-12,15.0,141.0,0.0,12.0
2020-10-13,15.0,144.0,0.0,13.0
2020-10-14,18.0,146.0,0.0,18.0
2020-10-15,18.0,147.0,0.0,18.0
2020-10-16,18.0,148.0,0.0,18.0
2020-10-17,18.0,149.0,0.0,18.0
2020-10-18,18.0,150.0,0.0,18.0
2020-10-19,18.0,150.0,0.0,18.0
2020-10-20,18.0,152.0,0.0,18.0
2020-10-21,28.0,156.0,0.0,18.0
2020-10-22,28.0,159.0,0.0,18.0
2020-10-23,28.0,162.0,0.0,18.0
2020-10-24,28.0,165.0,0.0,18.0
2020-10-25,28.0,165.0,0.0,18.0
2020-10-26,28.0,165.0,0.0,18.0
2020-10-27,30.0,166.0,0.0,18.0
2020-10-28,30.0,166.0,0.0,16.0
2020-10-29,30.0,168.0,0.0,16.0
2020-10-30,31.0,168.0,0.0,16.0
2020-10-31,31.0,170.0,0.0,17.0
2020-11-01,31.0,170.0,0.0,17.0
2020-11-02,31.0,170.0,0.0,17.0
2020-11-03,31.0,170.0,0.0,17.0
2020-11-04,31.0,170.0,0.0,17.0
2020-11-05,31.0,170.0,0.0,17.0
2020-11-06,31.0,170.0,0.0,17.0
2020-11-07,31.0,171.0,0.0,17.0
2020-11-08,31.0,172.0,0.0,17.0
2020-11-09,31.0,172.0,0.0,17.0
2020-11-10,31.0,173.0,0.0,17.0
2020-11-11,31.0,173.0,0.0,17.0
2020-11-12,31.0,173.0,0.0,17.0
2020-11-13,31.0,173.0,0.0,17.0
2020-11-14,31.0,173.0,0.0,17.0
2020-11-15,31.0,173.0,0.0,17.0
2020-11-16,31.0,173.0,0.0,17.0
2020-11-17,31.0,173.0,0.0,17.0
2020-11-18,32.0,173.0,0.0,17.0
2020-11-19,32.0,173.0,0.0,17.0
2020-11-20,32.0,173.0,0.0,17.0
2020-11-21,32.0,180.0,0.0,17.0
2020-11-22,32.0,182.0,0.0,17.0
2020-11-23,32.0,182.0,0.0,17.0
2020-11-24,32.0,182.0,0.0,17.0
2020-11-25,32.0,183.0,1.0,17.0
2020-11-26,32.0,185.0,1.0,17.0
2020-11-27,32.0,188.0,1.0,17.0
2020-11-28,32.0,188.0,1.0,17.0
2020-11-29,34.0,190.0,1.0,17.0
2020-11-30,34.0,190.0,1.0,17.0
2020-12-01,34.0,190.0,1.0,17.0
2020-12-02,34.0,190.0,1.0,17.0
2020-12-03,34.0,192.0,1.0,17.0
2020-12-04,41.0,195.0,1.0,17.0
2020-12-05,43.0,198.0,1.0,17.0
2020-12-06,43.0,199.0,1.0,17.0
2020-12-07,43.0,199.0,1.0,17.0
2020-12-08,43.0,199.0,1.0,17.0
2020-12-09,43.0,203.0,1.0,17.0
2020-12-10,43.0,205.0,1.0,17.0
2020-12-11,43.0,206.0,1.0,17.0
2020-12-12,43.0,208.0,1.0,17.0
2020-12-13,43.0,211.0,1.0,17.0
2020-12-14,43.0,211.0,1.0,17.0
2020-12-15,43.0,211.0,1.0,17.0
2020-12-16,43.0,215.0,1.0,17.0
2020-12-17,44.0,216.0,1.0,17.0
2020-12-18,44.0,217.0,1.0,17.0
2020-12-19,44.0,217.0,1.0,17.0
2020-12-20,44.0,218.0,1.0,17.0
2020-12-21,44.0,218.0,1.0,17.0
2020-12-22,44.0,218.0,1.0,17.0
2020-12-23,44.0,221.0,1.0,17.0
2020-12-24,44.0,221.0,1.0,17.0
2020-12-25,44.0,221.0,1.0,17.0
2020-12-26,44.0,221.0,1.0,17.0
2020-12-27,44.0,221.0,1.0,17.0
2020-12-28,44.0,221.0,1.0,17.0
2020-12-29,44.0,221.0,1.0,17.0
2020-12-30,44.0,221.0,1.0,17.0
2020-12-31,45.0,223.0,1.0,17.0
2021-01-01,45.0,224.0,1.0,17.0
2021-01-02,45.0,224.0,1.0,17.0
2021-01-03,45.0,224.0,1.0,17.0
2021-01-04,45.0,224.0,1.0,17.0
2021-01-05,45.0,224.0,1.0,17.0
2021-01-06,45.0,233.0,1.0,18.0
2021-01-07,45.0,233.0,1.0,18.0
2021-01-08,45.0,237.0,1.0,18.0
2021-01-09,45.0,241.0,1.0,18.0
2021-01-10,45.0,242.0,1.0,18.0
2021-01-11,45.0,242.0,1.0,18.0
2021-01-12,45.0,242.0,1.0,18.0
2021-01-13,45.0,244.0,1.0,19.0
2021-01-14,45.0,249.0,1.0,20.0
2021-01-15,45.0,249.0,1.0,20.0
2021-01-16,45.0,251.0,1.0,20.0
2021-01-17,45.0,253.0,1.0,20.0
2021-01-18,45.0,253.0,1.0,20.0
2021-01-19,45.0,255.0,1.0,20.0
2021-01-20,45.0,255.0,1.0,21.0
2021-01-21,45.0,258.0,1.0,21.0
2021-01-22,45.0,262.0,1.0,21.0
2021-01-23,45.0,266.0,1.0,21.0
2021-01-24,46.0,271.0,1.0,21.0
2021-01-25,46.0,271.0,1.0,21.0
2021-01-26,53.0,320.0,1.0,24.0
2021-01-27,53.0,322.0,1.0,25.0
2021-01-28,53.0,324.0,1.0,25.0
2021-01-29,53.0,325.0,1.0,25.0
2021-01-30,53.0,325.0,1.0,25.0
2021-01-31,53.0,327.0,1.0,26.0
2021-02-01,53.0,327.0,1.0,26.0
2021-02-02,53.0,327.0,1.0,26.0
2021-02-03,53.0,331.0,1.0,26.0
2021-02-04,53.0,333.0,1.0,26.0
2021-02-05,53.0,333.0,1.0,26.0
2021-02-06,53.0,333.0,1.0,26.0
2021-02-07,53.0,335.0,1.0,26.0
2021-02-08,53.0,335.0,1.0,26.0
2021-02-09,53.0,335.0,1.0,26.0
2021-02-10,53.0,337.0,1.0,29.0
2021-02-11,53.0,338.0,1.0,29.0
2021-02-12,53.0,339.0,1.0,29.0
2021-02-13,53.0,339.0,1.0,29.0
2021-02-14,53.0,340.0,1.0,29.0
2021-02-15,53.0,340.0,1.0,29.0
2021-02-16,53.0,340.0,1.0,29.0
2021-02-17,53.0,341.0,1.0,29.0
2021-02-18,53.0,342.0,1.0,29.0
2021-02-19,53.0,343.0,1.0,30.0
2021-02-20,53.0,343.0,1.0,30.0
2021-02-21,53.0,344.0,1.0,30.0
2021-02-22,53.0,344.0,1.0,30.0
2021-02-23,53.0,344.0,1.0,30.0
2021-02-24,53.0,346.0,1.0,32.0
2021-02-25,53.0,346.0,1.0,32.0
2021-02-26,53.0,347.0,1.0,33.0
2021-02-27,53.0,349.0,1.0,33.0
2021-02-28,53.0,349.0,1.0,33.0
2021-03-01,53.0,349.0,1.0,33.0
2021-03-02,53.0,349.0,1.0,33.0
2021-03-03,53.0,351.0,1.0,33.0
2021-03-04,53.0,351.0,1.0,33.0
2021-03-05,53.0,353.0,1.0,33.0
2021-03-06,53.0,353.0,1.0,34.0
2021-03-07,53.0,353.0,1.0,35.0
2021-03-08,53.0,353.0,1.0,35.0
2021-03-09,53.0,353.0,1.0,35.0
2021-03-10,53.0,356.0,1.0,35.0
2021-03-11,53.0,356.0,1.0,35.0
2021-03-12,53.0,357.0,1.0,35.0
2021-03-13,53.0,358.0,1.0,35.0
2021-03-14,53.0,359.0,1.0,35.0
2021-03-15,53.0,359.0,1.0,35.0
2021-03-16,53.0,359.0,1.0,35.0
2021-03-17,53.0,359.0,1.0,35.0
2021-03-18,53.0,359.0,1.0,35.0
2021-03-19,53.0,359.0,1.0,36.0
2021-03-20,53.0,360.0,1.0,36.0
2021-03-21,53.0,361.0,1.0,36.0
2021-03-22,53.0,361.0,1.0,36.0
2021-03-23,53.0,361.0,1.0,36.0
2021-03-24,53.0,363.0,1.0,37.0
2021-03-25,53.0,364.0,1.0,37.0
2021-03-26,53.0,364.0,1.0,38.0
2021-03-27,53.0,365.0,1.0,40.0
2021-03-28,53.0,365.0,1.0,40.0
2021-03-29,53.0,365.0,1.0,40.0
2021-03-30,53.0,365.0,1.0,40.0
2021-03-31,53.0,366.0,1.0,40.0
2021-04-01,53.0,366.0,1.0,40.0
2021-04-02,53.0,366.0,1.0,40.0
2021-04-03,53.0,369.0,1.0,41.0
2021-04-04,53.0,369.0,1.0,41.0
2021-04-05,53.0,369.0,1.0,41.0
2021-04-06,53.0,369.0,1.0,41.0
2021-04-07,53.0,369.0,1.0,41.0
2021-04-08,53.0,370.0,1.0,43.0
2021-04-09,53.0,370.0,1.0,43.0
2021-04-10,53.0,370.0,1.0,44.0
2021-04-11,53.0,370.0,1.0,44.0
2021-04-12,53.0,370.0,1.0,44.0
2021-04-13,53.0,370.0,1.0,44.0
2021-04-14,53.0,370.0,1.0,46.0
2021-04-15,53.0,370.0,1.0,46.0
2021-04-16,53.0,370.0,1.0,47.0
2021-04-17,53.0,370.0,1.0,47.0
2021-04-18,53.0,370.0,1.0,47.0
2021-04-19,53.0,370.0,1.0,47.0
2021-04-20,53.0,370.0,1.0,47.0
2021-04-21,53.0,370.0,1.0,47.0
2021-04-22,53.0,371.0,1.0,48.0
2021-04-23,53.0,371.0,1.0,49.0
2021-04-24,53.0,372.0,1.0,49.0
